July 2023 Global Gridded Temperature Anomalies (Degrees Celsius)
Base Period: 1991-2020
Missing: -999.00
Latitude,Longitude,Anomaly
47.5N,37.5E,0.15
47.5N,42.5E,-0.22
47.5N,47.5E,0.21
47.5N,52.5E,0.75
47.5N,57.5E,1.34
47.5N,62.5E,2.22
47.5N,67.5E,2.83
47.5N,72.5E,2.91
47.5N,77.5E,2.38
47.5N,82.5E,2.07
47.5N,87.5E,1.43
47.5N,92.5E,0.96
47.5N,97.5E,1.04
47.5N,102.5E,0.27
47.5N,107.5E,-0.73
47.5N,112.5E,-0.22
47.5N,117.5E,0.23
47.5N,122.5E,0.07
47.5N,127.5E,-0.03
47.5N,132.5E,0.86
47.5N,137.5E,1.30
47.5N,142.5E,0.55
47.5N,147.5E,0.58
47.5N,152.5E,0.98
47.5N,157.5E,0.97
47.5N,162.5E,0.89
47.5N,167.5E,0.74
47.5N,172.5E,0.88
47.5N,177.5E,0.92
47.5N,177.5W,0.81
47.5N,172.5W,0.75
47.5N,167.5W,0.53
47.5N,162.5W,0.28
47.5N,157.5W,0.28
47.5N,152.5W,0.63
47.5N,147.5W,0.97
47.5N,142.5W,1.60
47.5N,137.5W,2.14
47.5N,132.5W,1.74
47.5N,127.5W,0.58
47.5N,122.5W,0.85
47.5N,117.5W,1.37
47.5N,112.5W,0.94
47.5N,107.5W,0.15
47.5N,102.5W,-0.82
47.5N,97.5W,-1.08
47.5N,92.5W,-0.56
47.5N,87.5W,1.38
47.5N,82.5W,0.60
47.5N,77.5W,1.04
47.5N,72.5W,1.59
47.5N,67.5W,2.01
47.5N,62.5W,0.41
47.5N,57.5W,1.06
47.5N,52.5W,2.04
47.5N,47.5W,2.86
47.5N,42.5W,2.67
47.5N,37.5W,1.76
47.5N,32.5W,1.05
47.5N,27.5W,0.66
47.5N,22.5W,0.38
47.5N,17.5W,0.37
47.5N,12.5W,0.67
47.5N,7.5W,0.95
47.5N,2.5W,0.98
52.5N,2.5E,0.58
52.5N,7.5E,0.27
52.5N,12.5E,0.39
52.5N,17.5E,0.57
52.5N,22.5E,0.14
52.5N,27.5E,-0.22
52.5N,32.5E,-0.51
52.5N,37.5E,-0.56
52.5N,42.5E,-0.55
52.5N,47.5E,-0.15
52.5N,52.5E,0.79
52.5N,57.5E,1.52
52.5N,62.5E,2.22
52.5N,67.5E,3.55
52.5N,72.5E,3.54
52.5N,77.5E,2.64
52.5N,82.5E,1.45
52.5N,87.5E,0.96
52.5N,92.5E,0.50
52.5N,97.5E,0.23
52.5N,102.5E,0.51
52.5N,107.5E,0.14
52.5N,112.5E,0.35
52.5N,117.5E,0.35
52.5N,122.5E,0.62
52.5N,127.5E,1.02
52.5N,132.5E,1.14
52.5N,137.5E,1.49
52.5N,142.5E,0.03
52.5N,147.5E,-0.10
52.5N,152.5E,0.36
52.5N,157.5E,0.62
52.5N,162.5E,0.39
52.5N,167.5E,0.66
52.5N,172.5E,0.86
52.5N,177.5E,0.76
52.5N,177.5W,0.47
52.5N,172.5W,0.15
52.5N,167.5W,-0.03
52.5N,162.5W,-0.26
52.5N,157.5W,-0.17
52.5N,152.5W,0.03
52.5N,147.5W,0.25
52.5N,142.5W,0.65
52.5N,137.5W,0.97
52.5N,132.5W,0.84
52.5N,127.5W,0.75
52.5N,122.5W,1.24
52.5N,117.5W,0.87
52.5N,112.5W,0.42
52.5N,107.5W,-0.22
52.5N,102.5W,-1.07
52.5N,97.5W,-1.45
52.5N,92.5W,-1.39
52.5N,87.5W,-0.76
52.5N,82.5W,-0.05
52.5N,77.5W,0.92
52.5N,72.5W,2.15
52.5N,67.5W,2.67
52.5N,62.5W,3.23
52.5N,57.5W,2.05
52.5N,52.5W,1.83
52.5N,47.5W,2.25
52.5N,42.5W,2.46
52.5N,37.5W,1.86
52.5N,32.5W,1.12
52.5N,27.5W,0.68
52.5N,22.5W,0.32
52.5N,17.5W,0.14
52.5N,12.5W,0.36
52.5N,7.5W,0.45
52.5N,2.5W,0.37
57.5N,2.5E,0.89
57.5N,7.5E,0.55
57.5N,12.5E,0.16
57.5N,17.5E,0.35
57.5N,22.5E,0.14
57.5N,27.5E,-0.88
57.5N,32.5E,-1.23
57.5N,37.5E,-1.22
57.5N,42.5E,-0.57
57.5N,47.5E,-0.05
57.5N,52.5E,1.32
57.5N,57.5E,1.96
57.5N,62.5E,2.38
57.5N,67.5E,2.59
57.5N,72.5E,2.44
57.5N,77.5E,1.82
57.5N,82.5E,1.49
57.5N,87.5E,1.05
57.5N,92.5E,0.79
57.5N,97.5E,0.42
57.5N,102.5E,0.27
57.5N,107.5E,0.28
57.5N,112.5E,0.74
57.5N,117.5E,0.59
57.5N,122.5E,1.46
57.5N,127.5E,0.58
57.5N,132.5E,0.96
57.5N,137.5E,1.35
57.5N,142.5E,-0.39
57.5N,147.5E,-0.13
57.5N,152.5E,0.65
57.5N,157.5E,0.96
57.5N,162.5E,0.77
57.5N,167.5E,1.18
57.5N,172.5E,1.12
57.5N,177.5E,0.65
57.5N,177.5W,0.14
57.5N,172.5W,-0.20
57.5N,167.5W,-0.68
57.5N,162.5W,-1.11
57.5N,157.5W,-0.27
57.5N,152.5W,-0.37
57.5N,147.5W,-0.13
57.5N,142.5W,0.09
57.5N,137.5W,0.27
57.5N,132.5W,1.13
57.5N,127.5W,0.67
57.5N,122.5W,1.27
57.5N,117.5W,1.32
57.5N,112.5W,0.65
57.5N,107.5W,0.39
57.5N,102.5W,-0.38
57.5N,97.5W,-0.80
57.5N,92.5W,-0.41
57.5N,87.5W,0.17
57.5N,82.5W,0.07
57.5N,77.5W,-0.07
57.5N,72.5W,2.36
57.5N,67.5W,1.99
57.5N,62.5W,2.25
57.5N,57.5W,1.85
57.5N,52.5W,1.43
57.5N,47.5W,1.09
57.5N,42.5W,1.27
57.5N,37.5W,1.34
57.5N,32.5W,1.01
57.5N,27.5W,0.73
57.5N,22.5W,0.48
57.5N,17.5W,0.36
57.5N,12.5W,0.44
57.5N,7.5W,0.67
57.5N,2.5W,0.77
62.5N,2.5E,1.02
62.5N,7.5E,0.60
62.5N,12.5E,-0.35
62.5N,17.5E,-0.24
62.5N,22.5E,-0.29
62.5N,27.5E,-1.03
62.5N,32.5E,-1.31
62.5N,37.5E,-1.23
62.5N,42.5E,-0.45
62.5N,47.5E,0.59
62.5N,52.5E,1.02
62.5N,57.5E,1.60
62.5N,62.5E,1.69
62.5N,67.5E,1.65
62.5N,72.5E,2.03
62.5N,77.5E,1.89
62.5N,82.5E,1.65
62.5N,87.5E,1.28
62.5N,92.5E,1.00
62.5N,97.5E,0.97
62.5N,102.5E,0.80
62.5N,107.5E,1.61
62.5N,112.5E,1.24
62.5N,117.5E,0.63
62.5N,122.5E,0.71
62.5N,127.5E,0.21
62.5N,132.5E,0.47
62.5N,137.5E,0.45
62.5N,142.5E,1.43
62.5N,147.5E,1.26
62.5N,152.5E,0.90
62.5N,157.5E,0.48
62.5N,162.5E,0.37
62.5N,167.5E,-0.20
62.5N,172.5E,0.14
62.5N,177.5E,0.43
62.5N,177.5W,0.40
62.5N,172.5W,0.15
62.5N,167.5W,-0.36
62.5N,162.5W,-0.86
62.5N,157.5W,0.31
62.5N,152.5W,0.25
62.5N,147.5W,1.05
62.5N,142.5W,2.35
62.5N,137.5W,2.92
62.5N,132.5W,2.60
62.5N,127.5W,2.05
62.5N,122.5W,2.26
62.5N,117.5W,2.20
62.5N,112.5W,1.87
62.5N,107.5W,2.03
62.5N,102.5W,1.16
62.5N,97.5W,1.41
62.5N,92.5W,0.02
62.5N,87.5W,-0.40
62.5N,82.5W,-0.38
62.5N,77.5W,-0.24
62.5N,72.5W,0.63
62.5N,67.5W,0.37
62.5N,62.5W,1.10
62.5N,57.5W,1.62
62.5N,52.5W,0.69
62.5N,47.5W,0.12
62.5N,42.5W,0.58
62.5N,37.5W,0.61
62.5N,32.5W,0.53
62.5N,27.5W,0.36
62.5N,22.5W,0.31
62.5N,17.5W,0.47
62.5N,12.5W,0.54
62.5N,7.5W,0.89
62.5N,2.5W,1.01
67.5N,2.5E,-0.47
67.5N,7.5E,-0.32
67.5N,12.5E,1.89
67.5N,17.5E,1.06
67.5N,22.5E,0.13
67.5N,27.5E,-0.39
67.5N,32.5E,0.13
67.5N,37.5E,0.20
67.5N,42.5E,1.21
67.5N,47.5E,1.92
67.5N,52.5E,2.35
67.5N,57.5E,3.00
67.5N,62.5E,2.88
67.5N,67.5E,2.55
67.5N,72.5E,2.49
67.5N,77.5E,1.99
67.5N,82.5E,1.29
67.5N,87.5E,1.38
67.5N,92.5E,0.48
67.5N,97.5E,0.96
67.5N,102.5E,1.13
67.5N,107.5E,0.87
67.5N,112.5E,0.34
67.5N,117.5E,-0.60
67.5N,122.5E,-0.09
67.5N,127.5E,0.67
67.5N,132.5E,0.19
67.5N,137.5E,1.47
67.5N,142.5E,0.81
67.5N,147.5E,0.75
67.5N,152.5E,-0.21
67.5N,157.5E,-0.49
67.5N,162.5E,-0.15
67.5N,167.5E,-0.53
67.5N,172.5E,-0.30
67.5N,177.5E,-0.81
67.5N,177.5W,-0.49
67.5N,172.5W,-0.16
67.5N,167.5W,1.20
67.5N,162.5W,2.23
67.5N,157.5W,1.01
67.5N,152.5W,1.49
67.5N,147.5W,2.37
67.5N,142.5W,3.68
67.5N,137.5W,4.34
67.5N,132.5W,5.27
67.5N,127.5W,3.95
67.5N,122.5W,4.36
67.5N,117.5W,3.48
67.5N,112.5W,2.26
67.5N,107.5W,1.35
67.5N,102.5W,1.23
67.5N,97.5W,1.35
67.5N,92.5W,1.17
67.5N,87.5W,0.79
67.5N,82.5W,0.76
67.5N,77.5W,0.69
67.5N,72.5W,-0.33
67.5N,67.5W,-0.29
67.5N,62.5W,-0.40
67.5N,57.5W,-0.57
67.5N,52.5W,-0.15
67.5N,47.5W,-1.16
67.5N,42.5W,-0.96
67.5N,37.5W,-0.29
67.5N,32.5W,-0.61
67.5N,27.5W,-0.39
67.5N,22.5W,-0.12
67.5N,17.5W,-0.28
67.5N,12.5W,0.28
67.5N,7.5W,0.36
67.5N,2.5W,0.36
72.5N,2.5E,-0.36
72.5N,7.5E,-0.36
72.5N,12.5E,0.05
72.5N,17.5E,0.31
72.5N,22.5E,0.66
72.5N,27.5E,0.98
72.5N,32.5E,0.49
72.5N,37.5E,1.40
72.5N,42.5E,1.53
72.5N,47.5E,1.46
72.5N,52.5E,1.03
72.5N,57.5E,1.11
72.5N,62.5E,0.82
72.5N,67.5E,0.66
72.5N,72.5E,0.12
72.5N,77.5E,0.40
72.5N,82.5E,-0.01
72.5N,87.5E,-0.11
72.5N,92.5E,-0.23
72.5N,97.5E,-0.31
72.5N,102.5E,-0.08
72.5N,107.5E,-0.06
72.5N,112.5E,0.12
72.5N,117.5E,-0.48
72.5N,122.5E,-0.54
72.5N,127.5E,-0.37
72.5N,132.5E,-0.66
72.5N,137.5E,-0.51
72.5N,142.5E,-0.11
72.5N,147.5E,-0.44
72.5N,152.5E,-0.79
72.5N,157.5E,-0.50
72.5N,162.5E,-0.35
72.5N,167.5E,-0.30
72.5N,172.5E,0.00
72.5N,177.5E,0.50
72.5N,177.5W,0.54
72.5N,172.5W,1.02
72.5N,167.5W,1.41
72.5N,162.5W,1.96
72.5N,157.5W,2.74
72.5N,152.5W,2.94
72.5N,147.5W,2.62
72.5N,142.5W,2.52
72.5N,137.5W,2.58
72.5N,132.5W,2.61
72.5N,127.5W,3.01
72.5N,122.5W,2.72
72.5N,117.5W,3.61
72.5N,112.5W,2.66
72.5N,107.5W,2.19
72.5N,102.5W,1.58
72.5N,97.5W,0.83
72.5N,92.5W,1.67
72.5N,87.5W,0.96
72.5N,82.5W,0.83
72.5N,77.5W,-0.24
72.5N,72.5W,0.13
72.5N,67.5W,-0.99
72.5N,62.5W,-0.58
72.5N,57.5W,-1.64
72.5N,52.5W,-0.16
72.5N,47.5W,-2.34
72.5N,42.5W,-1.91
72.5N,37.5W,-1.30
72.5N,32.5W,-0.49
72.5N,27.5W,-0.42
72.5N,22.5W,-0.26
72.5N,17.5W,0.45
72.5N,12.5W,0.52
72.5N,7.5W,0.27
72.5N,2.5W,0.45
77.5N,2.5E,-0.45
77.5N,7.5E,1.31
77.5N,12.5E,1.69
77.5N,17.5E,1.79
77.5N,22.5E,0.39
77.5N,27.5E,1.66
77.5N,32.5E,1.27
77.5N,37.5E,1.58
77.5N,42.5E,1.65
77.5N,47.5E,1.49
77.5N,52.5E,1.45
77.5N,57.5E,1.03
77.5N,62.5E,0.51
77.5N,67.5E,0.20
77.5N,72.5E,-0.50
77.5N,77.5E,-0.01
77.5N,82.5E,-1.40
77.5N,87.5E,-1.79
77.5N,92.5E,-0.47
77.5N,97.5E,-1.28
77.5N,102.5E,0.16
77.5N,107.5E,-1.42
77.5N,112.5E,-0.97
77.5N,117.5E,-0.97
77.5N,122.5E,-0.90
77.5N,127.5E,-0.97
77.5N,132.5E,-1.03
77.5N,137.5E,-1.65
77.5N,142.5E,-1.20
77.5N,147.5E,-1.34
77.5N,152.5E,-1.18
77.5N,157.5E,-0.83
77.5N,162.5E,-0.45
77.5N,167.5E,-0.09
77.5N,172.5E,0.21
77.5N,177.5E,0.67
77.5N,177.5W,1.02
77.5N,172.5W,1.22
77.5N,167.5W,1.70
77.5N,162.5W,2.06
77.5N,157.5W,2.28
77.5N,152.5W,1.06
77.5N,147.5W,0.79
77.5N,142.5W,-0.21
77.5N,137.5W,0.79
77.5N,132.5W,0.48
77.5N,127.5W,2.76
77.5N,122.5W,2.99
77.5N,117.5W,3.17
77.5N,112.5W,1.78
77.5N,107.5W,1.46
77.5N,102.5W,2.34
77.5N,97.5W,0.73
77.5N,92.5W,0.17
77.5N,87.5W,-0.46
77.5N,82.5W,-0.36
77.5N,77.5W,-0.81
77.5N,72.5W,-0.86
77.5N,67.5W,0.89
77.5N,62.5W,-1.54
77.5N,57.5W,-1.80
77.5N,52.5W,-2.04
77.5N,47.5W,-2.08
77.5N,42.5W,-1.88
77.5N,37.5W,-1.43
77.5N,32.5W,-0.96
77.5N,27.5W,-0.57
77.5N,22.5W,-0.23
77.5N,17.5W,-0.82
77.5N,12.5W,0.69
77.5N,7.5W,0.68
77.5N,2.5W,1.24
82.5N,2.5E,0.41
82.5N,7.5E,-0.37
82.5N,12.5E,1.67
82.5N,17.5E,1.59
82.5N,22.5E,-0.09
82.5N,27.5E,0.09
82.5N,32.5E,-0.04
82.5N,37.5E,0.00
82.5N,42.5E,-2.40
82.5N,47.5E,-0.09
82.5N,52.5E,-0.46
82.5N,57.5E,0.09
82.5N,62.5E,-0.67
82.5N,67.5E,-0.82
82.5N,72.5E,-0.95
82.5N,77.5E,-1.22
82.5N,82.5E,-1.28
82.5N,87.5E,-1.14
82.5N,92.5E,-1.19
82.5N,97.5E,-1.16
82.5N,102.5E,-0.95
82.5N,107.5E,-0.99
82.5N,112.5E,-0.99
82.5N,117.5E,-0.95
82.5N,122.5E,-1.03
82.5N,127.5E,-1.13
82.5N,132.5E,-1.04
82.5N,137.5E,-1.15
82.5N,142.5E,-1.07
82.5N,147.5E,-0.97
82.5N,152.5E,-0.90
82.5N,157.5E,-0.77
82.5N,162.5E,-0.58
82.5N,167.5E,-0.37
82.5N,172.5E,-0.32
82.5N,177.5E,-0.19
82.5N,177.5W,-0.05
82.5N,172.5W,0.12
82.5N,167.5W,0.24
82.5N,162.5W,0.39
82.5N,157.5W,0.46
82.5N,152.5W,0.50
82.5N,147.5W,0.73
82.5N,142.5W,0.87
82.5N,137.5W,0.98
82.5N,132.5W,0.86
82.5N,127.5W,0.94
82.5N,122.5W,0.83
82.5N,117.5W,0.88
82.5N,112.5W,0.71
82.5N,107.5W,3.42
82.5N,102.5W,2.61
82.5N,97.5W,0.35
82.5N,92.5W,0.08
82.5N,87.5W,0.19
82.5N,82.5W,0.05
82.5N,77.5W,-0.24
82.5N,72.5W,1.56
82.5N,67.5W,-0.65
82.5N,62.5W,-0.09
82.5N,57.5W,-0.14
82.5N,52.5W,0.16
82.5N,47.5W,0.27
82.5N,42.5W,-0.07
82.5N,37.5W,-0.01
82.5N,32.5W,0.49
82.5N,27.5W,2.79
82.5N,22.5W,2.35
82.5N,17.5W,1.55
82.5N,12.5W,0.03
82.5N,7.5W,-1.01
82.5N,2.5W,-1.10
87.5N,2.5E,-0.39
87.5N,7.5E,-0.53
87.5N,12.5E,-0.63
87.5N,17.5E,-0.66
87.5N,22.5E,-0.62
87.5N,27.5E,-0.65
87.5N,32.5E,-0.81
87.5N,37.5E,-0.82
87.5N,42.5E,-0.85
87.5N,47.5E,-0.86
87.5N,52.5E,-0.96
87.5N,57.5E,-0.97
87.5N,62.5E,-0.92
87.5N,67.5E,-0.95
87.5N,72.5E,-0.97
87.5N,77.5E,-1.01
87.5N,82.5E,-0.98
87.5N,87.5E,-0.98
87.5N,92.5E,-1.01
87.5N,97.5E,-1.01
87.5N,102.5E,-1.00
87.5N,107.5E,-0.99
87.5N,112.5E,-1.06
87.5N,117.5E,-1.05
87.5N,122.5E,-1.00
87.5N,127.5E,-1.01
87.5N,132.5E,-0.99
87.5N,137.5E,-0.92
87.5N,142.5E,-0.95
87.5N,147.5E,-0.94
87.5N,152.5E,-1.06
87.5N,157.5E,-1.03
87.5N,162.5E,-0.88
87.5N,167.5E,-0.73
87.5N,172.5E,-0.70
87.5N,177.5E,-0.63
87.5N,177.5W,-0.55
87.5N,172.5W,-0.47
87.5N,167.5W,-0.41
87.5N,162.5W,-0.37
87.5N,157.5W,-0.34
87.5N,152.5W,-0.31
87.5N,147.5W,0.22
87.5N,142.5W,0.24
87.5N,137.5W,0.23
87.5N,132.5W,-0.23
87.5N,127.5W,-0.31
87.5N,122.5W,-0.33
87.5N,117.5W,-0.26
87.5N,112.5W,-0.22
87.5N,107.5W,-0.23
87.5N,102.5W,-0.25
87.5N,97.5W,-0.25
87.5N,92.5W,-0.28
87.5N,87.5W,-0.29
87.5N,82.5W,-0.30
87.5N,77.5W,-0.33
87.5N,72.5W,-0.20
87.5N,67.5W,-0.22
87.5N,62.5W,-0.28
87.5N,57.5W,-0.31
87.5N,52.5W,-0.28
87.5N,47.5W,-0.30
87.5N,42.5W,-0.32
87.5N,37.5W,-0.22
87.5N,32.5W,-0.22
87.5N,27.5W,-0.21
87.5N,22.5W,-0.23
87.5N,17.5W,-0.16
87.5N,12.5W,-0.14
87.5N,7.5W,-0.18
87.5N,2.5W,-0.24
